#Center frequency;2;
#Sampling freq.;70;
#Samples;512;
#Reference amplitude;100;
#;
#Time(us);Amplitude(dB);Amplitude(val);
2.6429;-6.8999E1;3.5486E-2;
2.6571;-6.5511E1;5.302E-2;
2.6714;-6.298E1;7.096E-2;
2.6857;-6.1124E1;8.7859E-2;
2.7;-5.9851E1;1.0173E-1;
2.7143;-5.9174E1;1.0998E-1;
2.7286;-5.9218E1;1.0942E-1;
2.7429;-6.0332E1;9.6255E-2;
2.7571;-6.3581E1;6.6212E-2;
2.7714;-7.6663E1;1.4683E-2;
2.7857;-6.4012E1;-6.3008E-2;
2.8;-5.5327E1;-1.7126E-1;
2.8143;-5.0069E1;-3.1371E-1;
2.8286;-4.6148E1;-4.9273E-1;
2.8429;-4.299E1;-7.0873E-1;
2.8571;-4.0359E1;-9.5951E-1;
2.8714;-3.8135E1;-1.2396E0;
2.8857;-3.6254E1;-1.5393E0;
2.9;-3.4682E1;-1.8446E0;
2.9143;-3.3406E1;-2.1365E0;
2.9286;-3.243E1;-2.3907E0;
2.9429;-3.1774E1;-2.5781E0;
2.9571;-3.1484E1;-2.6656E0;
2.9714;-3.1645E1;-2.6166E0;
2.9857;-3.2419E1;-2.3935E0;
3;-3.4159E1;-1.9591E0;
3.0143;-3.7856E1;-1.28E0;
3.0286;-4.9646E1;-3.2939E-1;
3.0429;-4.0825E1;9.0938E-1;
3.0571;-3.2255E1;2.4392E0;
3.0714;-2.7441E1;4.2456E0;
3.0857;-2.4021E1;6.2941E0;
3.1;-2.1384E1;8.5274E0;
3.1143;-1.928E1;1.0864E1;
3.1286;-1.7589E1;1.3199E1;
3.1429;-1.6247E1;1.5404E1;
3.1571;-1.5223E1;1.7333E1;
3.1714;-1.4505E1;1.8825E1;
3.1857;-1.4104E1;1.9714E1;
3.2;-1.4051E1;1.9836E1;
3.2143;-1.4408E1;1.9037E1;
3.2286;-1.5294E1;1.7191E1;
3.2429;-1.6951E1;1.4206E1;
3.2571;-1.997E1;1.0034E1;
3.2714;-2.6582E1;4.6869E0;
3.2857;-3.508E1;-1.762E0;
3.3;-2.0753E1;-9.1695E0;
3.3143;-1.5228E1;-1.7322E1;
3.3286;-1.172E1;-2.5941E1;
3.3429;-9.1975E0;-3.4684E1;
3.3571;-7.2977E0;-4.3163E1;
3.3714;-5.8555E0;-5.0959E1;
3.3857;-4.7855E0;-5.764E1;
3.4;-4.0433E0;-6.2782E1;
3.4143;-3.6092E0;-6.5999E1;
3.4286;-3.4835E0;-6.6961E1;
3.4429;-3.6856E0;-6.5421E1;
3.4571;-4.2603E0;-6.1233E1;
3.4714;-5.2929E0;-5.4369E1;
3.4857;-6.9497E0;-4.4928E1;
3.5;-9.5933E0;-3.3139E1;
3.5143;-1.4263E1;-1.9357E1;
3.5286;-2.7839E1;-4.0555E0;
3.5429;-1.8273E1;1.22E1;
3.5571;-1.0821E1;2.8772E1;
3.5714;-6.9397E0;4.498E1;
3.5857;-4.417E0;6.0138E1;
3.6;-2.6636E0;7.359E1;
3.6143;-1.4383E0;8.4739E1;
3.6286;-6.2231E-1;9.3086E1;
3.6429;-1.5322E-1;9.8251E1;
3.6571;0E0;1E2;
3.6714;-1.5322E-1;9.8251E1;
3.6857;-6.2231E-1;9.3086E1;
3.7;-1.4383E0;8.4739E1;
3.7143;-2.6636E0;7.359E1;
3.7286;-4.417E0;6.0138E1;
3.7429;-6.9397E0;4.498E1;
3.7571;-1.0821E1;2.8772E1;
3.7714;-1.8273E1;1.22E1;
3.7857;-2.7839E1;-4.0555E0;
3.8;-1.4263E1;-1.9357E1;
3.8143;-9.5933E0;-3.3139E1;
3.8286;-6.9497E0;-4.4928E1;
3.8429;-5.2929E0;-5.4369E1;
3.8571;-4.2603E0;-6.1233E1;
3.8714;-3.6856E0;-6.5421E1;
3.8857;-3.4835E0;-6.6961E1;
3.9;-3.6092E0;-6.5999E1;
3.9143;-4.0433E0;-6.2782E1;
3.9286;-4.7855E0;-5.764E1;
3.9429;-5.8555E0;-5.0959E1;
3.9571;-7.2977E0;-4.3163E1;
3.9714;-9.1975E0;-3.4684E1;
3.9857;-1.172E1;-2.5941E1;
4;-1.5228E1;-1.7322E1;
4.0143;-2.0753E1;-9.1695E0;
4.0286;-3.508E1;-1.762E0;
4.0429;-2.6582E1;4.6869E0;
4.0571;-1.997E1;1.0034E1;
4.0714;-1.6951E1;1.4206E1;
4.0857;-1.5294E1;1.7191E1;
4.1;-1.4408E1;1.9037E1;
4.1143;-1.4051E1;1.9836E1;
4.1286;-1.4104E1;1.9714E1;
4.1429;-1.4505E1;1.8825E1;
4.1571;-1.5223E1;1.7333E1;
4.1714;-1.6247E1;1.5404E1;
4.1857;-1.7589E1;1.3199E1;
4.2;-1.928E1;1.0864E1;
4.2143;-2.1384E1;8.5274E0;
4.2286;-2.4021E1;6.2941E0;
4.2429;-2.7441E1;4.2456E0;
4.2571;-3.2255E1;2.4392E0;
4.2714;-4.0825E1;9.0938E-1;
4.2857;-4.9646E1;-3.2939E-1;
4.3;-3.7856E1;-1.28E0;
4.3143;-3.4159E1;-1.9591E0;
4.3286;-3.2419E1;-2.3935E0;
4.3429;-3.1645E1;-2.6166E0;
4.3571;-3.1484E1;-2.6656E0;
4.3714;-3.1774E1;-2.5781E0;
4.3857;-3.243E1;-2.3907E0;
4.4;-3.3406E1;-2.1365E0;
4.4143;-3.4682E1;-1.8446E0;
4.4286;-3.6254E1;-1.5393E0;
4.4429;-3.8135E1;-1.2396E0;
4.4571;-4.0359E1;-9.5951E-1;
4.4714;-4.299E1;-7.0873E-1;
4.4857;-4.6148E1;-4.9273E-1;
4.5;-5.0069E1;-3.1371E-1;
4.5143;-5.5327E1;-1.7126E-1;
4.5286;-6.4012E1;-6.3008E-2;
4.5429;-7.6663E1;1.4683E-2;
4.5571;-6.3581E1;6.6212E-2;
4.5714;-6.0332E1;9.6255E-2;
4.5857;-5.9218E1;1.0942E-1;
4.6;-5.9174E1;1.0998E-1;
4.6143;-5.9851E1;1.0173E-1;
4.6286;-6.1124E1;8.7859E-2;
4.6429;-6.298E1;7.096E-2;
4.6571;-6.5511E1;5.302E-2;
4.6714;-6.8999E1;3.5486E-2;
4.6857;-7.4276E1;1.9329E-2;
4.7;-8.5794E1;5.1323E-3;
4.7143;-8.3306E1;-6.834E-3;
4.7286;-7.5636E1;-1.6528E-2;
4.7429;-7.2371E1;-2.407E-2;
4.7571;-7.0551E1;-2.9681E-2;
4.7714;-6.9464E1;-3.3636E-2;
4.7857;-6.8818E1;-3.6231E-2;
4.8;-6.8461E1;-3.7751E-2;
4.8143;-6.83E1;-3.8458E-2;
4.8286;-6.8273E1;-3.8578E-2;
4.8429;-6.8336E1;-3.83E-2;
4.8571;-6.8456E1;-3.7774E-2;
4.8714;-6.8609E1;-3.7114E-2;
4.8857;-6.8778E1;-3.6402E-2;
4.9;-6.8948E1;-3.5694E-2;
4.9143;-6.9112E1;-3.5027E-2;
4.9286;-6.9264E1;-3.4419E-2;
4.9429;-6.9402E1;-3.3878E-2;
4.9571;-6.9524E1;-3.3405E-2;
4.9714;-6.9631E1;-3.2995E-2;
4.9857;-6.9725E1;-3.264E-2;
5;-6.9808E1;-3.2331E-2;
5.0143;-6.9881E1;-3.206E-2;
5.0286;-6.9946E1;-3.1819E-2;
5.0429;-7.0006E1;-3.16E-2;
5.0571;-7.0062E1;-3.1398E-2;
5.0714;-7.0114E1;-3.1209E-2;
5.0857;-7.0165E1;-3.1029E-2;
5.1;-7.0213E1;-3.0856E-2;
5.1143;-7.0261E1;-3.0688E-2;
5.1286;-7.0308E1;-3.0523E-2;
5.1429;-7.0354E1;-3.0361E-2;
5.1571;-7.0399E1;-3.0201E-2;
5.1714;-7.0445E1;-3.0044E-2;
5.1857;-7.049E1;-2.9889E-2;
5.2;-7.0534E1;-2.9736E-2;
5.2143;-7.0578E1;-2.9586E-2;
5.2286;-7.0622E1;-2.9438E-2;
5.2429;-7.0665E1;-2.9292E-2;
5.2571;-7.0708E1;-2.9149E-2;
5.2714;-7.075E1;-2.9008E-2;
5.2857;-7.0791E1;-2.887E-2;
5.3;-7.0832E1;-2.8734E-2;
5.3143;-7.0873E1;-2.86E-2;
5.3286;-7.0912E1;-2.8469E-2;
5.3429;-7.0952E1;-2.8341E-2;
5.3571;-7.099E1;-2.8215E-2;
5.3714;-7.1029E1;-2.8091E-2;
5.3857;-7.1066E1;-2.797E-2;
5.4;-7.1103E1;-2.7851E-2;
5.4143;-7.114E1;-2.7734E-2;
5.4286;-7.1176E1;-2.7619E-2;
5.4429;-7.1211E1;-2.7507E-2;
5.4571;-7.1246E1;-2.7396E-2;
5.4714;-7.1281E1;-2.7288E-2;
5.4857;-7.1314E1;-2.7182E-2;
5.5;-7.1348E1;-2.7077E-2;
5.5143;-7.1381E1;-2.6975E-2;
5.5286;-7.1413E1;-2.6875E-2;
5.5429;-7.1445E1;-2.6776E-2;
5.5571;-7.1477E1;-2.6679E-2;
5.5714;-7.1508E1;-2.6584E-2;
5.5857;-7.1538E1;-2.6491E-2;
5.6;-7.1568E1;-2.64E-2;
5.6143;-7.1598E1;-2.631E-2;
5.6286;-7.1627E1;-2.6222E-2;
5.6429;-7.1655E1;-2.6135E-2;
5.6571;-7.1684E1;-2.605E-2;
5.6714;-7.1712E1;-2.5967E-2;
5.6857;-7.1739E1;-2.5885E-2;
5.7;-7.1766E1;-2.5805E-2;
5.7143;-7.1792E1;-2.5726E-2;
5.7286;-7.1819E1;-2.5649E-2;
5.7429;-7.1844E1;-2.5573E-2;
5.7571;-7.187E1;-2.5499E-2;
5.7714;-7.1895E1;-2.5426E-2;
5.7857;-7.1919E1;-2.5354E-2;
5.8;-7.1943E1;-2.5283E-2;
5.8143;-7.1967E1;-2.5214E-2;
5.8286;-7.199E1;-2.5146E-2;
5.8429;-7.2013E1;-2.508E-2;
5.8571;-7.2036E1;-2.5015E-2;
5.8714;-7.2058E1;-2.495E-2;
5.8857;-7.208E1;-2.4887E-2;
5.9;-7.2102E1;-2.4826E-2;
5.9143;-7.2123E1;-2.4765E-2;
5.9286;-7.2144E1;-2.4706E-2;
5.9429;-7.2165E1;-2.4647E-2;
5.9571;-7.2185E1;-2.459E-2;
5.9714;-7.2205E1;-2.4534E-2;
5.9857;-7.2224E1;-2.4478E-2;
6;-7.2244E1;-2.4424E-2;
6.0143;-7.2263E1;-2.4371E-2;
6.0286;-7.2281E1;-2.4319E-2;
6.0429;-7.2299E1;-2.4268E-2;
6.0571;-7.2317E1;-2.4217E-2;
6.0714;-7.2335E1;-2.4168E-2;
6.0857;-7.2353E1;-2.412E-2;
6.1;-7.237E1;-2.4072E-2;
6.1143;-7.2387E1;-2.4026E-2;
6.1286;-7.2403E1;-2.398E-2;
6.1429;-7.2419E1;-2.3935E-2;
6.1571;-7.2435E1;-2.3891E-2;
6.1714;-7.2451E1;-2.3848E-2;
6.1857;-7.2466E1;-2.3806E-2;
6.2;-7.2482E1;-2.3764E-2;
6.2143;-7.2496E1;-2.3724E-2;
6.2286;-7.2511E1;-2.3684E-2;
6.2429;-7.2525E1;-2.3645E-2;
6.2571;-7.2539E1;-2.3606E-2;
6.2714;-7.2553E1;-2.3569E-2;
6.2857;-7.2567E1;-2.3532E-2;
6.3;-7.258E1;-2.3496E-2;
6.3143;-7.2593E1;-2.346E-2;
6.3286;-7.2606E1;-2.3426E-2;
6.3429;-7.2619E1;-2.3392E-2;
6.3571;-7.2631E1;-2.3358E-2;
6.3714;-7.2643E1;-2.3326E-2;
6.3857;-7.2655E1;-2.3294E-2;
6.4;-7.2667E1;-2.3262E-2;
6.4143;-7.2678E1;-2.3232E-2;
6.4286;-7.269E1;-2.3202E-2;
6.4429;-7.2701E1;-2.3173E-2;
6.4571;-7.2711E1;-2.3144E-2;
6.4714;-7.2722E1;-2.3116E-2;
6.4857;-7.2732E1;-2.3088E-2;
6.5;-7.2742E1;-2.3061E-2;
6.5143;-7.2752E1;-2.3035E-2;
6.5286;-7.2762E1;-2.3009E-2;
6.5429;-7.2771E1;-2.2984E-2;
6.5571;-7.2781E1;-2.296E-2;
6.5714;-7.279E1;-2.2936E-2;
6.5857;-7.2799E1;-2.2912E-2;
6.6;-7.2807E1;-2.2889E-2;
6.6143;-7.2816E1;-2.2867E-2;
6.6286;-7.2824E1;-2.2845E-2;
6.6429;-7.2832E1;-2.2824E-2;
6.6571;-7.284E1;-2.2803E-2;
6.6714;-7.2848E1;-2.2783E-2;
6.6857;-7.2855E1;-2.2763E-2;
6.7;-7.2863E1;-2.2744E-2;
6.7143;-7.287E1;-2.2725E-2;
6.7286;-7.2877E1;-2.2707E-2;
6.7429;-7.2883E1;-2.269E-2;
6.7571;-7.289E1;-2.2673E-2;
6.7714;-7.2896E1;-2.2656E-2;
6.7857;-7.2903E1;-2.264E-2;
6.8;-7.2909E1;-2.2624E-2;
6.8143;-7.2914E1;-2.2609E-2;
6.8286;-7.292E1;-2.2594E-2;
6.8429;-7.2926E1;-2.258E-2;
6.8571;-7.2931E1;-2.2566E-2;
6.8714;-7.2936E1;-2.2552E-2;
6.8857;-7.2941E1;-2.254E-2;
6.9;-7.2946E1;-2.2527E-2;
6.9143;-7.2951E1;-2.2515E-2;
6.9286;-7.2955E1;-2.2504E-2;
6.9429;-7.2959E1;-2.2492E-2;
6.9571;-7.2963E1;-2.2482E-2;
6.9714;-7.2967E1;-2.2472E-2;
6.9857;-7.2971E1;-2.2462E-2;
7;-7.2975E1;-2.2452E-2;
7.0143;-7.2978E1;-2.2443E-2;
7.0286;-7.2981E1;-2.2435E-2;
7.0429;-7.2985E1;-2.2427E-2;
7.0571;-7.2988E1;-2.2419E-2;
7.0714;-7.299E1;-2.2412E-2;
7.0857;-7.2993E1;-2.2405E-2;
7.1;-7.2995E1;-2.2399E-2;
7.1143;-7.2998E1;-2.2393E-2;
7.1286;-7.3E1;-2.2387E-2;
7.1429;-7.3002E1;-2.2382E-2;
7.1571;-7.3004E1;-2.2378E-2;
7.1714;-7.3005E1;-2.2373E-2;
7.1857;-7.3007E1;-2.2369E-2;
7.2;-7.3008E1;-2.2366E-2;
7.2143;-7.3009E1;-2.2363E-2;
7.2286;-7.301E1;-2.236E-2;
7.2429;-7.3011E1;-2.2358E-2;
7.2571;-7.3012E1;-2.2356E-2;
7.2714;-7.3013E1;-2.2355E-2;
7.2857;-7.3013E1;-2.2354E-2;
7.3;-7.3013E1;-2.2353E-2;
