#Center frequency;2;
#Sampling freq.;70;
#Samples;512;
#Reference amplitude;100;
#;
#Time(us);Amplitude(dB);Amplitude(val);
1.0714;-6.4501E1;-5.9557E-2;
1.0857;-6.3476E1;-6.7022E-2;
1.1;-6.3315E1;-6.8271E-2;
1.1143;-6.3963E1;-6.3364E-2;
1.1286;-6.5533E1;-5.2887E-2;
1.1429;-6.8421E1;-3.7927E-2;
1.1571;-7.3986E1;-1.9985E-2;
1.1714;-1.0124E2;-8.6721E-4;
1.1857;-7.5161E1;1.7457E-2;
1.2;-6.9625E1;3.3017E-2;
1.2143;-6.7129E1;4.4008E-2;
1.2286;-6.6206E1;4.8943E-2;
1.2429;-6.6596E1;4.6795E-2;
1.2571;-6.8615E1;3.709E-2;
1.2714;-7.3991E1;1.9973E-2;
1.2857;-8.844E1;-3.7846E-3;
1.3;-6.9675E1;-3.2829E-2;
1.3143;-6.37E1;-6.5311E-2;
1.3286;-6.0085E1;-9.9026E-2;
1.3429;-5.7616E1;-1.3158E-1;
1.3571;-5.5887E1;-1.6057E-1;
1.3714;-5.4712E1;-1.8382E-1;
1.3857;-5.4001E1;-1.995E-1;
1.4;-5.3708E1;-2.0635E-1;
1.4143;-5.3817E1;-2.0378E-1;
1.4286;-5.4338E1;-1.9192E-1;
1.4429;-5.5307E1;-1.7166E-1;
1.4571;-5.6797E1;-1.446E-1;
1.4714;-5.8945E1;-1.1292E-1;
1.4857;-6.2022E1;-7.9228E-2;
1.5;-6.6676E1;-4.6366E-2;
1.5143;-7.5307E1;-1.7166E-2;
1.5286;-8.476E1;5.7808E-3;
1.5429;-7.3828E1;2.0352E-2;
1.5571;-7.2009E1;2.5092E-2;
1.5714;-7.4264E1;1.9356E-2;
1.5857;-8.9355E1;3.4059E-3;
1.6;-7.3318E1;-2.1583E-2;
1.6143;-6.5421E1;-5.3576E-2;
1.6286;-6.0933E1;-8.9815E-2;
1.6429;-5.7923E1;-1.2702E-1;
1.6571;-5.583E1;-1.6162E-1;
1.6714;-5.4421E1;-1.9008E-1;
1.6857;-5.3591E1;-2.0915E-1;
1.7;-5.3303E1;-2.1619E-1;
1.7143;-5.3582E1;-2.0936E-1;
1.7286;-5.4523E1;-1.8787E-1;
1.7429;-5.6359E1;-1.5207E-1;
1.7571;-5.9705E1;-1.0346E-1;
1.7714;-6.701E1;-4.4617E-2;
1.7857;-7.3582E1;2.0936E-2;
1.8;-6.1011E1;8.901E-2;
1.8143;-5.619E1;1.5505E-1;
1.8286;-5.3371E1;2.1451E-1;
1.8429;-5.1595E1;2.6319E-1;
1.8571;-5.0526E1;2.9765E-1;
1.8714;-5.002E1;3.1549E-1;
1.8857;-5.0017E1;3.1561E-1;
1.9;-5.0506E1;2.9835E-1;
1.9143;-5.1517E1;2.6555E-1;
1.9286;-5.3134E1;2.2044E-1;
1.9429;-5.5522E1;1.6745E-1;
1.9571;-5.9024E1;1.119E-1;
1.9714;-6.45E1;5.957E-2;
1.9857;-7.5768E1;1.6278E-2;
2;-7.796E1;-1.2647E-2;
2.0143;-7.2831E1;-2.2828E-2;
2.0286;-7.8968E1;-1.1262E-2;
2.0429;-7.2637E1;2.3343E-2;
2.0571;-6.1899E1;8.0359E-2;
2.0714;-5.6072E1;1.5717E-1;
2.0857;-5.2066E1;2.4929E-1;
2.1;-4.9104E1;3.5059E-1;
2.1143;-4.6865E1;4.537E-1;
2.1286;-4.5183E1;5.5061E-1;
2.1429;-4.3969E1;6.3318E-1;
2.1571;-4.3174E1;6.939E-1;
2.1714;-4.2776E1;7.2648E-1;
2.1857;-4.2776E1;7.2647E-1;
2.2;-4.3202E1;6.9171E-1;
2.2143;-4.4115E1;6.2266E-1;
2.2286;-4.5638E1;5.225E-1;
2.2429;-4.8023E1;3.9707E-1;
2.2571;-5.1887E1;2.5449E-1;
2.2714;-5.9606E1;1.0464E-1;
2.2857;-6.7638E1;-4.1506E-2;
2.3;-5.5249E1;-1.728E-1;
2.3143;-5.1094E1;-2.7879E-1;
2.3286;-4.9102E1;-3.5067E-1;
2.3429;-4.8356E1;-3.8213E-1;
2.3571;-4.8635E1;-3.7005E-1;
2.3714;-5.0033E1;-3.1502E-1;
2.3857;-5.3092E1;-2.2152E-1;
2.4;-6.0186E1;-9.7876E-2;
2.4143;-6.7103E1;4.4143E-2;
2.4286;-5.4422E1;1.9007E-1;
2.4429;-4.9797E1;3.237E-1;
2.4571;-4.7365E1;4.2832E-1;
2.4714;-4.6231E1;4.8806E-1;
2.4857;-4.6209E1;4.8925E-1;
2.5;-4.7499E1;4.2176E-1;
2.5143;-5.1052E1;2.8014E-1;
2.5286;-6.3818E1;6.4435E-2;
2.5429;-5.3179E1;-2.1932E-1;
2.5571;-4.5051E1;-5.5906E-1;
2.5714;-4.0563E1;-9.3719E-1;
2.5857;-3.7513E1;-1.3315E0;
2.6;-3.5307E1;-1.7165E0;
2.6143;-3.37E1;-2.0655E0;
2.6286;-3.2571E1;-2.3521E0;
2.6429;-3.1859E1;-2.5529E0;
2.6571;-3.1536E1;-2.6496E0;
2.6714;-3.1598E1;-2.6308E0;
2.6857;-3.2064E1;-2.4934E0;
2.7;-3.2978E1;-2.2443E0;
2.7143;-3.4423E1;-1.9004E0;
2.7286;-3.6548E1;-1.488E0;
2.7429;-3.964E1;-1.0423E0;
2.7571;-4.4368E1;-6.0479E-1;
2.7714;-5.3113E1;-2.2098E-1;
2.7857;-6.3996E1;6.3123E-2;
2.8;-5.3777E1;2.047E-1;
2.8143;-5.5491E1;1.6806E-1;
2.8286;-6.2911E1;-7.1526E-2;
2.8429;-4.5609E1;-5.2429E-1;
2.8571;-3.8539E1;-1.1831E0;
2.8714;-3.3886E1;-2.0217E0;
2.8857;-3.0476E1;-2.9936E0;
2.9;-2.7888E1;-4.0329E0;
2.9143;-2.5923E1;-5.0564E0;
2.9286;-2.4485E1;-5.9666E0;
2.9429;-2.3534E1;-6.6572E0;
2.9571;-2.3075E1;-7.0183E0;
2.9714;-2.3168E1;-6.9441E0;
2.9857;-2.3958E1;-6.3402E0;
3;-2.5796E1;-5.131E0;
3.0143;-2.9716E1;-3.2674E0;
3.0286;-4.2694E1;-7.3334E-1;
3.0429;-3.2219E1;2.4492E0;
3.0571;-2.4129E1;6.2165E0;
3.0714;-1.9608E1;1.0462E1;
3.0857;-1.6458E1;1.5035E1;
3.1;-1.4089E1;1.975E1;
3.1143;-1.2257E1;2.4385E1;
3.1286;-1.0843E1;2.8697E1;
3.1429;-9.7816E0;3.2428E1;
3.1571;-9.04E0;3.5319E1;
3.1714;-8.6071E0;3.7123E1;
3.1857;-8.491E0;3.7623E1;
3.2;-8.7215E0;3.6638E1;
3.2143;-9.3596E0;3.4042E1;
3.2286;-1.0523E1;2.9775E1;
3.2429;-1.2451E1;2.3848E1;
3.2571;-1.573E1;1.6349E1;
3.2714;-2.2558E1;7.4488E0;
3.2857;-3.1682E1;-2.6057E0;
3.3;-1.7396E1;-1.3495E1;
3.3143;-1.2097E1;-2.4839E1;
3.3286;-8.8241E0;-3.6207E1;
3.3429;-6.5321E0;-4.7141E1;
3.3571;-4.8569E0;-5.7168E1;
3.3714;-3.632E0;-6.5826E1;
3.3857;-2.7711E0;-7.2685E1;
3.4;-2.2293E0;-7.7364E1;
3.4143;-1.9866E0;-7.9556E1;
3.4286;-2.0428E0;-7.9042E1;
3.4429;-2.4172E0;-7.5708E1;
3.4571;-3.1543E0;-6.9548E1;
3.4714;-4.3396E0;-6.0676E1;
3.4857;-6.1393E0;-4.9321E1;
3.5;-8.9171E0;-3.5821E1;
3.5143;-1.3717E1;-2.0614E1;
3.5286;-2.7494E1;-4.2199E0;
3.5429;-1.7869E1;1.278E1;
3.5571;-1.0526E1;2.9766E1;
3.5714;-6.7255E0;4.6103E1;
3.5857;-4.269E0;6.1172E1;
3.6;-2.5691E0;7.4395E1;
3.6143;-1.3852E0;8.5259E1;
3.6286;-5.9874E-1;9.3339E1;
3.6429;-1.4733E-1;9.8318E1;
3.6571;0E0;1E2;
3.6714;-1.4733E-1;9.8318E1;
3.6857;-5.9874E-1;9.3339E1;
3.7;-1.3852E0;8.5259E1;
3.7143;-2.5691E0;7.4395E1;
3.7286;-4.269E0;6.1172E1;
3.7429;-6.7255E0;4.6103E1;
3.7571;-1.0526E1;2.9766E1;
3.7714;-1.7869E1;1.278E1;
3.7857;-2.7494E1;-4.2199E0;
3.8;-1.3717E1;-2.0614E1;
3.8143;-8.9171E0;-3.5821E1;
3.8286;-6.1393E0;-4.9321E1;
3.8429;-4.3396E0;-6.0676E1;
3.8571;-3.1543E0;-6.9548E1;
3.8714;-2.4172E0;-7.5708E1;
3.8857;-2.0428E0;-7.9042E1;
3.9;-1.9866E0;-7.9556E1;
3.9143;-2.2293E0;-7.7364E1;
3.9286;-2.7711E0;-7.2685E1;
3.9429;-3.632E0;-6.5826E1;
3.9571;-4.8569E0;-5.7168E1;
3.9714;-6.5321E0;-4.7141E1;
3.9857;-8.8241E0;-3.6207E1;
4;-1.2097E1;-2.4839E1;
4.0143;-1.7396E1;-1.3495E1;
4.0286;-3.1682E1;-2.6057E0;
4.0429;-2.2558E1;7.4488E0;
4.0571;-1.573E1;1.6349E1;
4.0714;-1.2451E1;2.3848E1;
4.0857;-1.0523E1;2.9775E1;
4.1;-9.3596E0;3.4042E1;
4.1143;-8.7215E0;3.6638E1;
4.1286;-8.491E0;3.7623E1;
4.1429;-8.6071E0;3.7123E1;
4.1571;-9.04E0;3.5319E1;
4.1714;-9.7816E0;3.2428E1;
4.1857;-1.0843E1;2.8697E1;
4.2;-1.2257E1;2.4385E1;
4.2143;-1.4089E1;1.975E1;
4.2286;-1.6458E1;1.5035E1;
4.2429;-1.9608E1;1.0462E1;
4.2571;-2.4129E1;6.2165E0;
4.2714;-3.2219E1;2.4492E0;
4.2857;-4.2694E1;-7.3334E-1;
4.3;-2.9716E1;-3.2674E0;
4.3143;-2.5796E1;-5.131E0;
4.3286;-2.3958E1;-6.3402E0;
4.3429;-2.3168E1;-6.9441E0;
4.3571;-2.3075E1;-7.0183E0;
4.3714;-2.3534E1;-6.6572E0;
4.3857;-2.4485E1;-5.9666E0;
4.4;-2.5923E1;-5.0564E0;
4.4143;-2.7888E1;-4.0329E0;
4.4286;-3.0476E1;-2.9936E0;
4.4429;-3.3886E1;-2.0217E0;
4.4571;-3.8539E1;-1.1831E0;
4.4714;-4.5609E1;-5.2429E-1;
4.4857;-6.2911E1;-7.1526E-2;
4.5;-5.5491E1;1.6806E-1;
4.5143;-5.3777E1;2.047E-1;
4.5286;-6.3996E1;6.3123E-2;
4.5429;-5.3113E1;-2.2098E-1;
4.5571;-4.4368E1;-6.0479E-1;
4.5714;-3.964E1;-1.0423E0;
4.5857;-3.6548E1;-1.488E0;
4.6;-3.4423E1;-1.9004E0;
4.6143;-3.2978E1;-2.2443E0;
4.6286;-3.2064E1;-2.4934E0;
4.6429;-3.1598E1;-2.6308E0;
4.6571;-3.1536E1;-2.6496E0;
4.6714;-3.1859E1;-2.5529E0;
4.6857;-3.2571E1;-2.3521E0;
4.7;-3.37E1;-2.0655E0;
4.7143;-3.5307E1;-1.7165E0;
4.7286;-3.7513E1;-1.3315E0;
4.7429;-4.0563E1;-9.3719E-1;
4.7571;-4.5051E1;-5.5906E-1;
4.7714;-5.3179E1;-2.1932E-1;
4.7857;-6.3818E1;6.4435E-2;
4.8;-5.1052E1;2.8014E-1;
4.8143;-4.7499E1;4.2176E-1;
4.8286;-4.6209E1;4.8925E-1;
4.8429;-4.6231E1;4.8806E-1;
4.8571;-4.7365E1;4.2832E-1;
4.8714;-4.9797E1;3.237E-1;
4.8857;-5.4422E1;1.9007E-1;
4.9;-6.7103E1;4.4143E-2;
4.9143;-6.0186E1;-9.7876E-2;
4.9286;-5.3092E1;-2.2152E-1;
4.9429;-5.0033E1;-3.1502E-1;
4.9571;-4.8635E1;-3.7005E-1;
4.9714;-4.8356E1;-3.8213E-1;
4.9857;-4.9102E1;-3.5067E-1;
5;-5.1094E1;-2.7879E-1;
5.0143;-5.5249E1;-1.728E-1;
5.0286;-6.7638E1;-4.1506E-2;
5.0429;-5.9606E1;1.0464E-1;
5.0571;-5.1887E1;2.5449E-1;
5.0714;-4.8023E1;3.9707E-1;
5.0857;-4.5638E1;5.225E-1;
5.1;-4.4115E1;6.2266E-1;
5.1143;-4.3202E1;6.9171E-1;
5.1286;-4.2776E1;7.2647E-1;
5.1429;-4.2776E1;7.2648E-1;
5.1571;-4.3174E1;6.939E-1;
5.1714;-4.3969E1;6.3318E-1;
5.1857;-4.5183E1;5.5061E-1;
5.2;-4.6865E1;4.537E-1;
5.2143;-4.9104E1;3.5059E-1;
5.2286;-5.2066E1;2.4929E-1;
5.2429;-5.6072E1;1.5717E-1;
5.2571;-6.1899E1;8.0359E-2;
5.2714;-7.2637E1;2.3343E-2;
5.2857;-7.8968E1;-1.1262E-2;
5.3;-7.2831E1;-2.2828E-2;
5.3143;-7.796E1;-1.2647E-2;
5.3286;-7.5768E1;1.6278E-2;
5.3429;-6.45E1;5.957E-2;
5.3571;-5.9024E1;1.119E-1;
5.3714;-5.5522E1;1.6745E-1;
5.3857;-5.3134E1;2.2044E-1;
5.4;-5.1517E1;2.6555E-1;
5.4143;-5.0506E1;2.9835E-1;
5.4286;-5.0017E1;3.1561E-1;
5.4429;-5.002E1;3.1549E-1;
5.4571;-5.0526E1;2.9765E-1;
5.4714;-5.1595E1;2.6319E-1;
5.4857;-5.3371E1;2.1451E-1;
5.5;-5.619E1;1.5505E-1;
5.5143;-6.1011E1;8.901E-2;
5.5286;-7.3582E1;2.0936E-2;
5.5429;-6.701E1;-4.4617E-2;
5.5571;-5.9705E1;-1.0346E-1;
5.5714;-5.6359E1;-1.5207E-1;
5.5857;-5.4523E1;-1.8787E-1;
5.6;-5.3582E1;-2.0936E-1;
5.6143;-5.3303E1;-2.1619E-1;
5.6286;-5.3591E1;-2.0915E-1;
5.6429;-5.4421E1;-1.9008E-1;
5.6571;-5.583E1;-1.6162E-1;
5.6714;-5.7923E1;-1.2702E-1;
5.6857;-6.0933E1;-8.9815E-2;
5.7;-6.5421E1;-5.3576E-2;
5.7143;-7.3318E1;-2.1583E-2;
5.7286;-8.9355E1;3.4059E-3;
5.7429;-7.4264E1;1.9356E-2;
5.7571;-7.2009E1;2.5092E-2;
5.7714;-7.3828E1;2.0352E-2;
5.7857;-8.476E1;5.7808E-3;
5.8;-7.5307E1;-1.7166E-2;
5.8143;-6.6676E1;-4.6366E-2;
5.8286;-6.2022E1;-7.9228E-2;
5.8429;-5.8945E1;-1.1292E-1;
5.8571;-5.6797E1;-1.446E-1;
5.8714;-5.5307E1;-1.7166E-1;
5.8857;-5.4338E1;-1.9192E-1;
5.9;-5.3817E1;-2.0378E-1;
5.9143;-5.3708E1;-2.0635E-1;
5.9286;-5.4001E1;-1.995E-1;
5.9429;-5.4712E1;-1.8382E-1;
5.9571;-5.5887E1;-1.6057E-1;
5.9714;-5.7616E1;-1.3158E-1;
5.9857;-6.0085E1;-9.9026E-2;
6;-6.37E1;-6.5311E-2;
6.0143;-6.9675E1;-3.2829E-2;
6.0286;-8.844E1;-3.7846E-3;
6.0429;-7.3991E1;1.9973E-2;
6.0571;-6.8615E1;3.709E-2;
6.0714;-6.6596E1;4.6795E-2;
6.0857;-6.6206E1;4.8943E-2;
6.1;-6.7129E1;4.4008E-2;
6.1143;-6.9625E1;3.3017E-2;
6.1286;-7.5161E1;1.7457E-2;
6.1429;-1.0124E2;-8.6721E-4;
6.1571;-7.3986E1;-1.9985E-2;
6.1714;-6.8421E1;-3.7927E-2;
6.1857;-6.5533E1;-5.2887E-2;
6.2;-6.3963E1;-6.3364E-2;
6.2143;-6.3315E1;-6.8271E-2;
6.2286;-6.3476E1;-6.7022E-2;
6.2429;-6.4501E1;-5.9557E-2;
6.2571;-6.6681E1;-4.6341E-2;
6.2714;-7.0962E1;-2.8308E-2;
6.2857;-8.3381E1;-6.7754E-3;
6.3;-7.5561E1;1.667E-2;
6.3143;-6.7892E1;4.0309E-2;
6.3286;-6.4092E1;6.2434E-2;
6.3429;-6.1779E1;8.148E-2;
6.3571;-6.034E1;9.6157E-2;
6.3714;-5.9532E1;1.0554E-1;
6.3857;-5.9241E1;1.0913E-1;
6.4;-5.9419E1;1.0692E-1;
6.4143;-6.006E1;9.9312E-2;
6.4286;-6.1194E1;8.7159E-2;
6.4429;-6.2899E1;7.1626E-2;
6.4571;-6.5334E1;5.4115E-2;
6.4714;-6.8841E1;3.6138E-2;
6.4857;-7.4335E1;1.9198E-2;
6.5;-8.6627E1;4.6626E-3;
6.5143;-8.3956E1;-6.3419E-3;
6.5286;-7.7711E1;-1.3015E-2;
6.5429;-7.6513E1;-1.494E-2;
6.5571;-7.8336E1;-1.2111E-2;
6.5714;-8.6156E1;-4.9227E-3;
6.5857;-8.4627E1;5.8701E-3;
6.6;-7.4324E1;1.9221E-2;
6.6143;-6.94E1;3.3885E-2;
6.6286;-6.6281E1;4.8521E-2;
6.6429;-6.4179E1;6.1809E-2;
6.6571;-6.2787E1;7.2553E-2;
6.6714;-6.1962E1;7.978E-2;
6.6857;-6.1638E1;8.2815E-2;
6.7;-6.1795E1;8.1333E-2;
6.7143;-6.2455E1;7.5379E-2;
6.7286;-6.3694E1;6.5361E-2;
6.7429;-6.5678E1;5.2011E-2;
6.7571;-6.8798E1;3.6318E-2;
6.7714;-7.4222E1;1.9449E-2;
6.7857;-9.1532E1;2.6509E-3;
6.8;-7.7818E1;-1.2856E-2;
6.8143;-7.1709E1;-2.5974E-2;
6.8286;-6.8919E1;-3.5812E-2;
6.8429;-6.7584E1;-4.1763E-2;
6.8571;-6.7222E1;-4.354E-2;
6.8714;-6.7701E1;-4.1205E-2;
6.8857;-6.9081E1;-3.5151E-2;
6.9;-7.1677E1;-2.607E-2;
6.9143;-7.6542E1;-1.489E-2;
6.9286;-9.1375E1;-2.6994E-3;
6.9429;-8.0585E1;9.3481E-3;
6.9571;-7.3925E1;2.0126E-2;
6.9714;-7.0864E1;2.8628E-2;
6.9857;-6.9358E1;3.405E-2;
7;-6.8909E1;3.5854E-2;
7.0143;-6.9419E1;3.3811E-2;
7.0286;-7.1053E1;2.8013E-2;
7.0429;-7.4485E1;1.887E-2;
7.0571;-8.3017E1;7.066E-3;
7.0714;-8.3752E1;-6.492E-3;
7.0857;-7.3658E1;-2.0755E-2;
7.1;-6.9214E1;-3.4617E-2;
7.1143;-6.6557E1;-4.7007E-2;
7.1286;-6.4886E1;-5.6975E-2;
7.1429;-6.3907E1;-6.3773E-2;
7.1571;-6.349E1;-6.6912E-2;
7.1714;-6.3582E1;-6.6203E-2;
7.1857;-6.4184E1;-6.177E-2;
7.2;-6.5346E1;-5.4039E-2;
7.2143;-6.719E1;-4.3704E-2;
7.2286;-6.9988E1;-3.1666E-2;
7.2429;-7.4444E1;-1.8958E-2;
7.2571;-8.3524E1;-6.6648E-3;
7.2714;-8.7591E1;4.1728E-3;
7.2857;-7.7965E1;1.264E-2;
7.3;-7.4884E1;1.8022E-2;
